MODEL,MAKE,Model Year,Overall Length,Overall Width,Overall Height,Wheelbase,Curb Weight,Front End Length,Rear End Length,Side Glass Height,Body Side Height,Roof Width,Front Overhang,Rear Overhang,Track Width Front,Track Width Rear,Front Weight %,Rear Weight %
GLCCLASS63SAMG4MATIC4DRSUV,MERCEDES-BENZ,21,466.0,189.0,163.0,287.0,2062.0,143.0,157.0,38.0,89.0,97.0,83.0,96.0,162.0,162.0,53.0,47.0
GLCCLASS63SAMG4MATICCOUPE,MERCEDES-BENZ,21,473.0,189.0,160.0,287.0,2080.0,143.0,118.0,37.0,88.0,104.0,83.0,103.0,162.0,162.0,53.0,47.0
GLCLASSGL350BLUETEC4MATIC4DRSUV,MERCEDES-BENZ,13,513.0,193.0,184.0,308.0,2545.0,137.0,217.0,38.0,96.0,118.0,89.0,116.0,168.0,170.0,50.0,50.0
GLCLASSGL350BLUETECGL450GL5504MATIC4DR,MERCEDES-BENZ,13,513.0,193.0,184.0,308.0,2445.0,137.0,217.0,38.0,96.0,118.0,89.0,116.0,168.0,170.0,50.0,50.0
GLCLASSGL350BLUETECGL450GL5504MATIC4DRSUV,MERCEDES-BENZ,13,512.0,193.0,184.0,308.0,2445.0,137.0,217.0,38.0,96.0,118.0,89.0,116.0,168.0,170.0,50.0,50.0
GLCLASSGL350BLUETECH4MATIC4DRSUVAWD,MERCEDES-BENZ,7,509.0,192.0,184.0,308.0,2545.0,124.0,220.0,43.0,88.0,109.0,87.0,115.0,166.0,166.0,54.0,50.0
GLCLASSGL4504DRSUVAWD,MERCEDES-BENZ,7,509.0,192.0,184.0,308.0,2465.0,124.0,220.0,43.0,88.0,109.0,87.0,115.0,166.0,166.0,50.0,50.0
GLCLASSGL450GL5504MATIC4DRSUVAWD,MERCEDES-BENZ,13,513.0,193.0,184.0,308.0,2480.0,137.0,217.0,38.0,96.0,118.0,89.0,116.0,168.0,170.0,50.0,50.0
GLCLASSGL5504DRSUVAWD,MERCEDES-BENZ,7,509.0,192.0,184.0,308.0,2480.0,124.0,220.0,43.0,88.0,109.0,87.0,115.0,166.0,166.0,50.0,50.0
GLCLASSGL63AMG4DRSUVAWD,MERCEDES-BENZ,13,514.0,193.0,184.0,308.0,2580.0,137.0,217.0,38.0,96.0,118.0,89.0,116.0,168.0,170.0,50.0,50.0
GLEAMG634MATIC4DRSUV,MERCEDES-BENZ,21,494.0,202.0,180.0,300.0,2475.0,143.0,176.0,40.0,82.0,115.0,92.0,102.0,167.0,169.0,56.0,44.0
GLECLASS350D4MATIC,MERCEDES-BENZ,16,482.0,193.0,180.0,292.0,2175.0,137.0,172.0,42.0,93.0,116.0,89.0,101.0,165.0,166.0,52.0,48.0
GLECLASS4004MATIC,MERCEDES-BENZ,16,482.0,193.0,180.0,292.0,2235.0,137.0,172.0,42.0,93.0,116.0,89.0,101.0,165.0,166.0,52.0,48.0
GLECLASS434MATIC,MERCEDES-BENZ,16,482.0,193.0,176.0,292.0,2260.0,137.0,172.0,42.0,93.0,116.0,89.0,101.0,165.0,166.0,52.0,48.0
GLECLASS43AMG4MATIC,MERCEDES-BENZ,16,482.0,193.0,176.0,292.0,2260.0,137.0,172.0,42.0,93.0,116.0,89.0,101.0,165.0,166.0,52.0,48.0
GLECLASS4504MATIC,MERCEDES-BENZ,16,482.0,193.0,176.0,292.0,2180.0,137.0,172.0,42.0,93.0,116.0,89.0,101.0,165.0,166.0,52.0,48.0
GLECLASS5504MATIC,MERCEDES-BENZ,16,482.0,193.0,176.0,292.0,2270.0,137.0,172.0,42.0,93.0,116.0,89.0,101.0,165.0,166.0,52.0,48.0
GLECLASS550E4MATIC,MERCEDES-BENZ,16,482.0,193.0,176.0,292.0,2475.0,137.0,172.0,42.0,93.0,116.0,89.0,101.0,165.0,166.0,52.0,48.0
GLECLASSAMG63S4MATIC,MERCEDES-BENZ,16,485.0,193.0,176.0,292.0,2370.0,140.0,172.0,42.0,93.0,116.0,92.0,101.0,165.0,166.0,52.0,48.0
GLECOUPE350D450AMG4MATIC,MERCEDES-BENZ,15,490.0,200.0,173.0,292.0,2250.0,136.0,113.0,37.0,93.0,126.0,90.0,109.0,166.0,172.0,54.0,46.0
GLECOUPE43AMG4MATIC,MERCEDES-BENZ,15,490.0,200.0,173.0,292.0,2220.0,136.0,113.0,37.0,93.0,126.0,90.0,109.0,166.0,172.0,54.0,46.0
GLECOUPEAMG63S4MATIC,MERCEDES-BENZ,15,491.0,200.0,173.0,292.0,2350.0,136.0,113.0,37.0,93.0,126.0,90.0,109.0,166.0,172.0,54.0,48.0
GLKCLASSGLK250BLUETEC4DRSUVAWD,MERCEDES-BENZ,10,453.0,184.0,170.0,276.0,1925.0,127.0,164.0,42.0,83.0,120.0,81.0,96.0,157.0,160.0,52.0,48.0
GLKCLASSGLK3504MATIC4DRSUVAWD,MERCEDES-BENZ,10,453.0,184.0,170.0,276.0,1845.0,127.0,164.0,42.0,83.0,120.0,81.0,96.0,157.0,160.0,52.0,48.0
GLKCLASSGLK3504MATIC5DRSUV4WD,MERCEDES-BENZ,10,453.0,184.0,170.0,276.0,1940.0,127.0,164.0,42.0,83.0,120.0,81.0,96.0,157.0,160.0,52.0,50.0
GLKCLASSGLK3505DRSUVRWD,MERCEDES-BENZ,10,453.0,184.0,170.0,276.0,1804.0,127.0,164.0,42.0,83.0,120.0,81.0,96.0,157.0,160.0,52.0,48.0
GLSCLASSAMGGLS634DRSUVAWD,MERCEDES-BENZ,17,513.0,193.0,184.0,308.0,2610.0,137.0,217.0,38.0,96.0,118.0,89.0,116.0,166.0,168.0,50.0,50.0
GLSCLASSGLS4504MATIC4DRSUV,MERCEDES-BENZ,17,513.0,193.0,185.0,308.0,2420.0,137.0,217.0,38.0,96.0,118.0,89.0,116.0,166.0,168.0,50.0,50.0
GLSCLASSGLS5504MATIC4DRSUV,MERCEDES-BENZ,17,513.0,193.0,185.0,308.0,2530.0,137.0,217.0,38.0,96.0,118.0,89.0,116.0,166.0,168.0,50.0,50.0
GOLF2DRGTIHATCH,VOLKSWAGEN,10,421.0,178.0,147.0,258.0,1397.0,111.0,115.0,36.0,78.0,114.0,88.0,75.0,153.0,151.0,62.0,38.0
GOLF2DRHATCH,VOLKSWAGEN,10,420.0,178.0,148.0,258.0,1376.0,110.0,115.0,36.0,75.0,111.0,87.0,75.0,153.0,150.0,62.0,38.0
GOLF2DRHATCHCOMFORTLINE25,VOLKSWAGEN,10,420.0,178.0,148.0,258.0,1376.0,110.0,115.0,36.0,75.0,111.0,87.0,75.0,153.0,150.0,62.0,38.0
GOLF4DRALLTRACK,VOLKSWAGEN,15,456.0,180.0,152.0,263.0,1552.0,116.0,168.0,37.0,78.0,94.0,85.0,107.0,155.0,152.0,59.0,41.0
GOLF4DRGTIHATCH,VOLKSWAGEN,15,425.0,180.0,147.0,263.0,1397.0,116.0,141.0,37.0,78.0,114.0,88.0,77.0,154.0,152.0,62.0,40.0
GOLF4DRGTIRHATCH,VOLKSWAGEN,15,425.0,180.0,145.0,263.0,1378.0,116.0,140.0,37.0,78.0,108.0,85.0,77.0,154.0,152.0,60.0,40.0
GOLF4DRHATCH,VOLKSWAGEN,15,425.0,180.0,145.0,263.0,1318.0,116.0,140.0,37.0,78.0,108.0,85.0,77.0,154.0,151.0,60.0,40.0
GOLF4DRHATCH18TSI,VOLKSWAGEN,15,425.0,180.0,145.0,263.0,1318.0,116.0,140.0,37.0,78.0,108.0,85.0,77.0,154.0,151.0,60.0,40.0
GOLF4DRHATCH18TSITRENDLINECOMFORTLINE,VOLKSWAGEN,14,425.0,180.0,144.0,263.0,1318.0,116.0,140.0,37.0,78.0,108.0,85.0,77.0,154.0,151.0,60.0,40.0
GOLF4DRHATCH25TDI,VOLKSWAGEN,10,420.0,178.0,148.0,258.0,1388.0,110.0,141.0,36.0,75.0,111.0,87.0,75.0,153.0,150.0,62.0,38.0
GOLF4DRHATCHTDI,VOLKSWAGEN,14,425.0,180.0,144.0,263.0,1372.0,116.0,140.0,37.0,78.0,108.0,85.0,77.0,154.0,151.0,60.0,40.0
GOLF4DRHATCHTDITRENDLINECOMFORTLINEHIGH,VOLKSWAGEN,14,425.0,180.0,144.0,263.0,1372.0,116.0,140.0,37.0,78.0,108.0,85.0,77.0,154.0,151.0,60.0,40.0
GOLF4DRRHATCH,VOLKSWAGEN,15,425.0,180.0,145.0,263.0,1499.0,116.0,140.0,37.0,78.0,108.0,85.0,77.0,154.0,152.0,60.0,40.0
GOLF4DRSPORTWAGEN,VOLKSWAGEN,15,456.0,180.0,148.0,263.0,1389.0,116.0,168.0,37.0,78.0,94.0,85.0,107.0,155.0,152.0,59.0,41.0
GOLF4DRSPORTWAGEN4MOTION,VOLKSWAGEN,15,456.0,180.0,148.0,263.0,1552.0,116.0,168.0,37.0,78.0,94.0,85.0,107.0,155.0,152.0,59.0,41.0
GOLF4DRSPORTWAGON,VOLKSWAGEN,15,456.0,180.0,148.0,263.0,1445.0,116.0,168.0,37.0,78.0,94.0,85.0,107.0,155.0,152.0,59.0,41.0
GOLF4DRSPORTWAGON4MOTION,VOLKSWAGEN,15,456.0,180.0,148.0,263.0,1552.0,116.0,168.0,37.0,78.0,94.0,85.0,107.0,155.0,152.0,59.0,41.0
GOLF4DRWAGONTDIWAGON,VOLKSWAGEN,15,456.0,180.0,150.0,263.0,1490.0,116.0,168.0,37.0,78.0,116.0,87.0,110.0,155.0,152.0,59.0,44.0
GOLFR2DRHATCHAWD,VOLKSWAGEN,10,421.0,178.0,147.0,258.0,1508.0,111.0,115.0,36.0,78.0,114.0,88.0,75.0,153.0,151.0,62.0,38.0
GOLFR4DRHATCHAWD,VOLKSWAGEN,10,421.0,178.0,147.0,258.0,1508.0,111.0,141.0,36.0,78.0,114.0,88.0,75.0,153.0,151.0,62.0,38.0
GOLFTRENDLINESPORTLINE2DRHATCH,VOLKSWAGEN,10,420.0,178.0,148.0,258.0,1376.0,110.0,115.0,36.0,75.0,111.0,87.0,75.0,153.0,150.0,62.0,38.0
GRANDCARAVAN4DRVANCARGOVANEXPRESSMAINS,DODGE,8,514.0,200.0,172.0,308.0,2046.0,102.0,219.0,47.0,89.0,135.0,96.0,111.0,167.0,165.0,56.0,44.0
GRANDCARAVAN4DRVANFWD,DODGE,8,514.0,200.0,172.0,308.0,2050.0,102.0,219.0,47.0,89.0,135.0,96.0,111.0,167.0,165.0,56.0,44.0
GRANDCARAVAN4DRVANFWDCANADAVALUEPKGSE,DODGE,8,514.0,200.0,172.0,308.0,1960.0,102.0,219.0,47.0,89.0,135.0,96.0,111.0,167.0,165.0,56.0,44.0
GRANDCARAVAN4DRVANFWDCVPSEPLUSSXTSXT,DODGE,8,514.0,200.0,172.0,308.0,2050.0,102.0,219.0,47.0,89.0,135.0,96.0,111.0,167.0,165.0,56.0,44.0
GRANDCARAVAN4DRVANFWDCVPSXTCREWCREWP,DODGE,8,514.0,200.0,172.0,308.0,1960.0,102.0,219.0,47.0,89.0,135.0,96.0,111.0,167.0,165.0,56.0,44.0
GRANDCARAVANVOYAGER4DRMINIVAN,CHRYSLER,21,518.0,202.0,178.0,309.0,1964.0,113.0,231.0,44.0,97.0,130.0,96.0,113.0,174.0,174.0,55.0,45.0
GRANDCHEROKEE4DRSUVLAREDO4X4,JEEP,13,482.0,194.0,176.0,292.0,2121.0,133.0,169.0,40.0,91.0,127.0,88.0,102.0,162.0,163.0,51.0,49.0
GRANDCHEROKEE4DRSUVLAREDOELAREDOX4X,JEEP,11,482.0,194.0,176.0,292.0,2114.0,133.0,169.0,40.0,91.0,127.0,88.0,102.0,162.0,163.0,51.0,49.0
GRANDCHEROKEE4DRSUVLIMITED4X4,JEEP,13,482.0,194.0,176.0,292.0,2211.0,133.0,169.0,40.0,91.0,127.0,88.0,102.0,162.0,163.0,53.0,47.0
GRANDCHEROKEE4DRSUVLIMITED4X4OVERLAND,JEEP,11,482.0,194.0,176.0,292.0,2200.0,133.0,169.0,40.0,91.0,127.0,88.0,102.0,162.0,163.0,53.0,47.0
GRANDCHEROKEE4DRSUVOVERLANDSUMMIT4X4,JEEP,13,482.0,194.0,176.0,292.0,2387.0,133.0,169.0,40.0,91.0,127.0,88.0,102.0,162.0,163.0,53.0,47.0
GRANDCHEROKEEL4DRSUVAWDV6,JEEP,22,520.0,197.0,181.0,309.0,2153.0,134.0,213.0,42.0,94.0,102.0,90.0,123.0,166.0,166.0,51.0,49.0
GRANDCHEROKEEL4DRSUVAWDV8,JEEP,22,520.0,197.0,181.0,309.0,2418.0,134.0,213.0,42.0,94.0,102.0,90.0,123.0,166.0,166.0,52.0,48.0
GRANDCHEROKEEL4DRSUVRWD,JEEP,22,520.0,197.0,181.0,309.0,2095.0,134.0,213.0,42.0,94.0,102.0,90.0,123.0,166.0,166.0,50.0,50.0
GRANDCHEROKEESRT4DRSUV,JEEP,13,486.0,196.0,176.0,292.0,2336.0,134.0,169.0,40.0,94.0,126.0,90.0,106.0,162.0,163.0,53.0,47.0
GRANDCHEROKEESRT8,JEEP,12,486.0,196.0,176.0,292.0,2336.0,134.0,169.0,40.0,94.0,126.0,90.0,106.0,162.0,163.0,53.0,47.0
GRANDCHEROKEEWK4DRSUV,JEEP,13,482.0,194.0,176.0,292.0,2121.0,133.0,169.0,40.0,91.0,127.0,88.0,102.0,162.0,163.0,51.0,49.0
GRANDVITARA4DRSUVAWDJXJLXJLXL,SUZUKI,9,429.0,181.0,169.0,264.0,1656.0,117.0,158.0,43.0,85.0,117.0,79.0,88.0,154.0,156.0,50.0,50.0
GRANDVITARA4DRSUVAWDURBANJXJLXJLXL,SUZUKI,9,429.0,181.0,169.0,264.0,1656.0,117.0,158.0,43.0,85.0,117.0,79.0,88.0,154.0,156.0,50.0,50.0
GRANDWAGONEER4DRSUV4WD,JEEP,22,545.0,205.0,192.0,312.0,2876.0,134.0,242.0,44.0,104.0,123.0,105.0,129.0,174.0,174.0,51.0,49.0
GRANTURISMO2DRCOUPERWD,MASERATI,9,493.0,192.0,135.0,294.0,1880.0,141.0,57.0,33.0,80.0,102.0,93.0,107.0,159.0,159.0,49.0,51.0
GRANTURISMO2DRCOUPERWDSSAUTOMATICMCST,MASERATI,9,488.0,192.0,135.0,294.0,1880.0,137.0,57.0,33.0,80.0,102.0,89.0,107.0,158.0,159.0,49.0,51.0
GRANTURISMOSPORTMC2DRCOUPERWD,MASERATI,9,493.0,192.0,134.0,294.0,1973.0,141.0,57.0,33.0,80.0,102.0,93.0,107.0,159.0,159.0,49.0,51.0
GRSUPRA2DRCOUPE,TOYOTA,20,438.0,185.0,129.0,247.0,1541.0,166.0,37.0,28.0,76.0,108.0,95.0,96.0,160.0,159.0,50.0,50.0
GS3504DRSEDANAWD,LEXUS,5,483.0,182.0,143.0,284.0,1755.0,126.0,47.0,33.0,80.0,102.0,86.0,113.0,154.0,153.0,53.0,47.0
GS3504DRSEDANRWD,LEXUS,12,487.0,183.0,146.0,285.0,1685.0,138.0,54.0,37.0,81.0,107.0,88.0,115.0,159.0,160.0,52.0,48.0
GS350AWD4DRSEDAN,LEXUS,16,488.0,184.0,147.0,285.0,1765.0,138.0,54.0,37.0,81.0,107.0,88.0,115.0,159.0,160.0,52.0,48.0
GS450H4DRSEDANHYBRID,LEXUS,16,488.0,184.0,146.0,285.0,1865.0,138.0,54.0,37.0,81.0,107.0,88.0,115.0,159.0,160.0,52.0,48.0
GS450H4DRSEDANRWD,LEXUS,7,483.0,182.0,143.0,285.0,1875.0,126.0,47.0,33.0,80.0,102.0,86.0,113.0,154.0,153.0,53.0,47.0
GSF4DRSEDAN,LEXUS,18,491.0,184.0,147.0,285.0,1830.0,141.0,54.0,37.0,81.0,107.0,91.0,115.0,159.0,160.0,52.0,48.0
GTR2DRCOUPE,NISSAN,9,466.0,190.0,137.0,278.0,1779.0,137.0,64.0,32.0,82.0,102.0,91.0,95.0,159.0,160.0,54.0,46.0
GTR2DRCOUPEAWD,NISSAN,9,466.0,190.0,137.0,278.0,1740.0,137.0,64.0,32.0,82.0,102.0,91.0,95.0,158.0,160.0,53.0,47.0
GTR2DRCOUPEAWDPREMIUMBLACKEDITION,NISSAN,9,466.0,190.0,137.0,278.0,1740.0,137.0,64.0,32.0,82.0,102.0,91.0,95.0,159.0,160.0,53.0,47.0
GTS2DRCOUPE,MERCEDES-BENZ,15,455.0,194.0,129.0,263.0,1645.0,177.0,58.0,27.0,77.0,107.0,91.0,102.0,168.0,165.0,52.0,48.0
GUILIABASETIAWD4DRSEDAN,ALFAROMEO,16,465.0,185.0,141.0,282.0,1530.0,140.0,47.0,36.0,85.0,102.0,80.0,103.0,155.0,160.0,50.0,50.0
GUILIABASETIRWD4DRSEDAN,ALFAROMEO,16,465.0,185.0,141.0,282.0,1429.0,140.0,47.0,36.0,85.0,102.0,80.0,103.0,155.0,160.0,50.0,50.0
GUILIAQUADRIFOGLIO4DRSEDAN,ALFAROMEO,16,465.0,185.0,141.0,282.0,1603.0,140.0,47.0,36.0,85.0,102.0,80.0,103.0,155.0,160.0,50.0,50.0
GUILIATIAWD4DRSEDAN,ALFAROMEO,16,465.0,185.0,141.0,282.0,1530.0,140.0,47.0,36.0,85.0,102.0,80.0,103.0,155.0,160.0,50.0,50.0
GV804DRSUVAWD,GENESIS,20,495.0,197.0,171.0,296.0,2315.0,144.0,173.0,39.0,93.0,113.0,88.0,111.0,167.0,169.0,51.0,49.0
GV804DRSUVRWD,GENESIS,20,495.0,197.0,171.0,296.0,2135.0,144.0,173.0,39.0,93.0,113.0,88.0,111.0,167.0,169.0,49.0,51.0
GX4604DRSUVEXECUTIVEULTRAPREMIUM,LEXUS,10,481.0,188.0,189.0,279.0,2349.0,134.0,187.0,42.0,89.0,120.0,94.0,108.0,158.0,159.0,52.0,48.0
GX4604DRSUVPREMIUM,LEXUS,10,481.0,188.0,189.0,279.0,2349.0,134.0,187.0,42.0,89.0,120.0,94.0,108.0,158.0,159.0,52.0,48.0
GX4604DRSUVPREMIUMULTRAPREM,LEXUS,10,481.0,188.0,189.0,279.0,2408.0,134.0,187.0,42.0,89.0,120.0,94.0,108.0,158.0,159.0,52.0,48.0
HHRLSLT4DRWAGON,CHEVROLET,6,448.0,176.0,166.0,263.0,1431.0,118.0,170.0,35.0,77.0,105.0,93.0,93.0,150.0,149.0,57.0,43.0
HIGHLANDER4DRSUV4WD,TOYOTA,8,479.0,191.0,176.0,279.0,1745.0,106.0,188.0,41.0,85.0,121.0,94.0,107.0,163.0,163.0,55.0,45.0
HIGHLANDER4DRSUV4WDLIMITED,TOYOTA,8,479.0,191.0,176.0,279.0,1960.0,106.0,188.0,41.0,85.0,121.0,94.0,107.0,163.0,163.0,55.0,45.0
HIGHLANDER4DRSUV4WDV6,TOYOTA,8,479.0,191.0,176.0,279.0,1896.0,106.0,188.0,41.0,85.0,121.0,94.0,107.0,163.0,163.0,55.0,45.0
HIGHLANDER4DRSUVLEXLEAWD,TOYOTA,20,495.0,193.0,173.0,285.0,1950.0,138.0,200.0,40.0,89.0,112.0,99.0,111.0,166.0,166.0,54.0,46.0
HIGHLANDER4DRSUVLEXLEHYBRIDAWD,TOYOTA,20,495.0,193.0,173.0,285.0,2015.0,138.0,200.0,40.0,89.0,112.0,99.0,111.0,166.0,166.0,54.0,46.0
HIGHLANDER4DRSUVLFWD,TOYOTA,20,495.0,193.0,173.0,285.0,1870.0,138.0,200.0,40.0,89.0,112.0,99.0,111.0,166.0,166.0,54.0,46.0
HIGHLANDER4DRSUVLIMITEDAWD,TOYOTA,20,495.0,193.0,173.0,285.0,2010.0,138.0,200.0,40.0,89.0,112.0,99.0,111.0,166.0,166.0,54.0,46.0
HIGHLANDER4DRSUVLIMITEDHYBRIDAWD,TOYOTA,20,495.0,193.0,173.0,285.0,2065.0,138.0,200.0,40.0,89.0,112.0,99.0,111.0,166.0,166.0,54.0,46.0
HIGHLANDERAWD4DRSUV,TOYOTA,17,489.0,193.0,173.0,279.0,2035.0,127.0,86.0,39.0,89.0,115.0,100.0,111.0,163.0,163.0,55.0,45.0
HIGHLANDERFWD4DRSUV,TOYOTA,17,489.0,193.0,173.0,279.0,1965.0,127.0,86.0,39.0,89.0,115.0,100.0,111.0,163.0,163.0,55.0,45.0
HIGHLANDERHYBRID4DRSUV,TOYOTA,17,489.0,193.0,173.0,279.0,2220.0,127.0,86.0,39.0,89.0,115.0,100.0,111.0,163.0,163.0,55.0,45.0
HIGHLANDERHYBRID4DRSUV4WDBASELIMITED,TOYOTA,8,479.0,191.0,176.0,279.0,2105.0,106.0,188.0,41.0,85.0,121.0,94.0,107.0,163.0,163.0,55.0,45.0
HIGHLANDERHYBRID4DRSUV4WDILIMITED4WDI,TOYOTA,8,479.0,191.0,176.0,279.0,2105.0,106.0,188.0,41.0,85.0,121.0,94.0,107.0,163.0,163.0,55.0,45.0
HIGHLANDERHYBRIDLEXLELIMITED,TOYOTA,14,486.0,193.0,173.0,279.0,2205.0,123.0,86.0,39.0,89.0,115.0,96.0,111.0,163.0,163.0,55.0,45.0
HIGHLANDERLEFWD,TOYOTA,14,486.0,193.0,173.0,279.0,1925.0,123.0,86.0,39.0,89.0,115.0,96.0,111.0,163.0,163.0,55.0,45.0
HIGHLANDERLEXLELIMITEDAWD,TOYOTA,14,486.0,193.0,173.0,279.0,2035.0,123.0,86.0,39.0,89.0,115.0,96.0,111.0,163.0,163.0,55.0,45.0
HRV4DRCUVAWD,HONDA,15,429.0,178.0,160.0,261.0,1389.0,102.0,144.0,37.0,88.0,105.0,88.0,81.0,154.0,154.0,60.0,40.0
HRV4DRCUVFWD,HONDA,15,429.0,178.0,160.0,261.0,1320.0,102.0,144.0,37.0,88.0,105.0,88.0,81.0,154.0,154.0,62.0,38.0
HRV4DRSUVAWD,HONDA,19,435.0,177.0,160.0,261.0,1393.0,106.0,144.0,37.0,88.0,105.0,92.0,83.0,154.0,154.0,62.0,38.0
HRV4DRSUVFWD,HONDA,19,435.0,177.0,160.0,261.0,1320.0,106.0,144.0,37.0,88.0,105.0,92.0,83.0,154.0,154.0,60.0,40.0
HRVAWD,HONDA,15,429.0,178.0,160.0,261.0,1389.0,102.0,144.0,37.0,88.0,105.0,88.0,81.0,154.0,154.0,60.0,40.0
HRVFWD,HONDA,15,429.0,178.0,160.0,261.0,1320.0,102.0,144.0,37.0,88.0,105.0,88.0,81.0,154.0,154.0,62.0,38.0
HS250HHYBRID4DRSEDAN,LEXUS,10,470.0,179.0,151.0,271.0,1670.0,116.0,51.0,36.0,83.0,106.0,99.0,100.0,154.0,152.0,60.0,40.0
ILX4DRSEDAN,ACURA,16,462.0,180.0,141.0,267.0,1415.0,125.0,54.0,30.0,79.0,114.0,100.0,94.0,151.0,152.0,60.0,40.0
ILX4DRSEDANHYBRID,ACURA,12,455.0,180.0,141.0,267.0,1356.0,121.0,51.0,30.0,79.0,114.0,96.0,91.0,151.0,152.0,60.0,40.0
IM5DRHATCHBACK,SCION,16,433.0,176.0,141.0,260.0,1335.0,116.0,140.0,35.0,84.0,99.0,96.0,78.0,151.0,150.0,61.0,39.0
IMIEV,MITSUBISHI,12,368.0,159.0,162.0,255.0,1171.0,52.0,118.0,39.0,86.0,119.0,58.0,55.0,142.0,138.0,45.0,55.0
IMIEV4DRHATCHBACKES,MITSUBISHI,12,368.0,159.0,162.0,255.0,1146.0,52.0,118.0,39.0,86.0,119.0,58.0,55.0,142.0,138.0,45.0,55.0
IMPALA4DRSEDAN25LLSLTLTZ24ECO,CHEVROLET,13,511.0,185.0,150.0,284.0,1670.0,135.0,69.0,30.0,84.0,113.0,101.0,126.0,157.0,160.0,59.0,41.0
IMPALA4DRSEDAN36LLTLTZ,CHEVROLET,13,511.0,185.0,150.0,284.0,1754.0,135.0,69.0,30.0,84.0,113.0,101.0,126.0,157.0,160.0,59.0,41.0
IMPALA4DRSEDANFWDLSLT,CHEVROLET,6,509.0,185.0,149.0,281.0,1613.0,128.0,65.0,38.0,78.0,109.0,110.0,120.0,157.0,158.0,61.0,39.0
IMPALA4DRSEDANFWDLSLTLTZ,CHEVROLET,6,509.0,185.0,149.0,281.0,1658.0,128.0,65.0,38.0,78.0,109.0,110.0,120.0,157.0,158.0,61.0,39.0
IMPALA4DRSEDANFWDLTZ,CHEVROLET,6,509.0,185.0,149.0,281.0,1655.0,128.0,65.0,38.0,78.0,109.0,110.0,120.0,157.0,158.0,61.0,39.0
IMPALALIMITED4DRSEDANFWD,CHEVROLET,6,509.0,185.0,149.0,281.0,1613.0,128.0,65.0,38.0,78.0,109.0,110.0,120.0,157.0,158.0,61.0,39.0
IMPREZA25ISPORTLIMITED4DRSEDANAWD,SUBARU,8,458.0,174.0,148.0,262.0,1390.0,124.0,43.0,39.0,78.0,106.0,97.0,100.0,150.0,150.0,57.0,43.0
IMPREZA4DRSEDAN,SUBARU,17,463.0,178.0,146.0,267.0,1376.0,122.0,45.0,38.0,82.0,110.0,97.0,100.0,154.0,155.0,60.0,40.0
IMPREZA4DRSEDAN20I,SUBARU,12,458.0,174.0,147.0,265.0,1370.0,120.0,46.0,34.0,81.0,114.0,94.0,99.0,151.0,152.0,60.0,40.0
IMPREZA4DRSEDAN20I20ITOURING20ISPOR,SUBARU,12,458.0,174.0,147.0,265.0,1320.0,120.0,46.0,34.0,81.0,114.0,94.0,99.0,151.0,152.0,60.0,40.0
IMPREZA5DOOR25ISPORTLIMITEDHATCHAWD,SUBARU,8,442.0,174.0,148.0,262.0,1390.0,124.0,137.0,38.0,80.0,106.0,96.0,83.0,153.0,154.0,57.0,43.0
IMPREZA5DOORHATCH20I,SUBARU,12,442.0,174.0,147.0,265.0,1350.0,120.0,139.0,34.0,81.0,112.0,94.0,83.0,151.0,152.0,60.0,40.0
IMPREZA5DOORWRXWRXLIMITEDHATCHAWD,SUBARU,8,442.0,180.0,148.0,262.0,1440.0,124.0,137.0,38.0,80.0,106.0,96.0,83.0,153.0,154.0,57.0,43.0
IMPREZA5DRHATCH,SUBARU,17,446.0,178.0,148.0,267.0,1382.0,122.0,144.0,38.0,82.0,110.0,97.0,83.0,154.0,155.0,60.0,40.0
IMPREZA5DRHATCH20I,SUBARU,12,442.0,174.0,147.0,265.0,1365.0,120.0,139.0,34.0,81.0,112.0,94.0,83.0,151.0,152.0,60.0,40.0
IMPREZA5DRHATCH20I20ITOURING20ISPOR,SUBARU,12,442.0,174.0,147.0,265.0,1320.0,120.0,139.0,34.0,81.0,112.0,94.0,83.0,151.0,152.0,60.0,40.0
IMPREZAWRXSTISPORTTECH4DRSEDANAWD,SUBARU,8,458.0,180.0,147.0,262.0,1535.0,124.0,43.0,39.0,78.0,106.0,97.0,100.0,153.0,154.0,57.0,43.0
IMPREZAWRXSTISPORTTECH5DRHATCHAWD,SUBARU,8,441.0,180.0,148.0,262.0,1540.0,124.0,137.0,38.0,80.0,106.0,96.0,83.0,153.0,154.0,57.0,43.0
IMPREZAWRXWRXLIMITED4DRSEDANAWD,SUBARU,8,458.0,180.0,148.0,262.0,1455.0,124.0,43.0,39.0,78.0,106.0,97.0,100.0,151.0,150.0,57.0,43.0
IMPREZAWRXWRXLIMITED5DOORHATCHAWD,SUBARU,8,442.0,180.0,148.0,262.0,1455.0,124.0,137.0,38.0,80.0,106.0,96.0,83.0,153.0,154.0,57.0,43.0
IMPREZAWRXWRXLIMITED5DRHATCHAWD,SUBARU,8,442.0,180.0,148.0,262.0,1455.0,124.0,137.0,38.0,80.0,106.0,96.0,83.0,153.0,154.0,57.0,43.0
INSIGHT4DRHATCHBACKLXEX,HONDA,9,438.0,169.0,143.0,256.0,1235.0,96.0,102.0,37.0,76.0,114.0,91.0,92.0,150.0,148.0,58.0,42.0
